Condition,Case,Diameter,Year,Month,Reference,Consumption,Label
138,1,0.5,10,2,2404.0,7.0,NO
139,1,0.5,10,2,125.0,5.0,NO
139,2,0.5,10,2,287.0,0.0,NO
139,3,0.5,10,2,365.0,21.0,NO
139,4,0.5,10,2,681.0,26.0,NO
140,1,0.5,10,2,0.0,15.0,NO
140,2,0.5,10,2,0.0,22.0,NO
140,3,0.5,10,2,0.0,22.0,NO
140,4,0.5,10,2,0.0,15.0,NO
140,5,0.5,10,2,0.0,21.0,NO
141,1,0.5,10,2,876.0,4.0,NO
142,1,3.0,10,2,6614.0,1002.0,NO
185,1,0.5,10,2,3364.0,15.0,NO
186,1,1.0,10,2,7380.0,114.0,NO
187,1,0.5,10,2,19349.0,407.0,NO
188,1,0.5,10,2,1258.0,24.0,NO
189,1,0.5,10,2,270.0,10.0,NO
190,1,0.5,10,2,39.0,10.0,NO
191,1,0.5,10,2,0.0,10.0,NO
192,1,0.75,10,2,957.0,48.0,NO
193,1,0.75,10,2,7667.0,51.0,NO
199,1,0.5,10,2,114.0,21.0,NO
199,2,0.5,10,2,249.0,10.0,NO
199,3,0.5,10,2,550.0,12.0,NO
199,4,0.5,10,2,863.0,2.0,NO
199,5,0.5,10,2,1705.0,5.0,NO
199,6,0.5,10,2,1768.0,11.0,NO
199,7,0.5,10,2,3394.0,12.0,NO
199,8,0.5,10,2,3517.0,48.0,NO
199,9,0.5,10,2,4226.0,14.0,NO
200,1,0.5,10,2,226.0,20.0,NO
200,2,0.5,10,2,785.0,20.0,NO
200,3,0.5,10,2,4218.0,44.0,NO
201,1,0.5,10,2,0.0,30.0,NO
201,2,0.5,10,2,0.0,8.0,NO
201,3,0.5,10,2,0.0,22.0,NO
201,4,0.5,10,2,3.0,10.0,NO
201,5,0.5,10,2,20.0,10.0,NO
201,6,0.5,10,2,37.0,3.0,NO
201,7,0.5,10,2,57.0,10.0,NO
201,8,0.5,10,2,61.0,45.0,NO
201,9,0.5,10,2,88.0,10.0,NO
201,10,0.5,10,2,99.0,10.0,NO
201,11,0.5,10,2,127.0,10.0,NO
201,12,0.5,10,2,145.0,10.0,NO
201,13,0.5,10,2,148.0,13.0,NO
201,14,0.5,10,2,166.0,1.0,NO
201,15,0.5,10,2,171.0,11.0,NO
201,16,0.5,10,2,172.0,8.0,NO
201,17,0.5,10,2,198.0,10.0,NO
201,18,0.5,10,2,200.0,10.0,NO
201,19,0.5,10,2,208.0,7.0,NO
201,20,0.5,10,2,215.0,3.0,NO
201,21,0.5,10,2,239.0,20.0,NO
201,22,0.5,10,2,291.0,17.0,NO
201,23,0.5,10,2,309.0,9.0,NO
201,24,0.5,10,2,408.0,34.0,NO
201,25,0.5,10,2,417.0,8.0,NO
201,26,0.5,10,2,524.0,10.0,NO
201,27,0.5,10,2,574.0,10.0,NO
201,28,0.5,10,2,622.0,20.0,NO
201,29,0.5,10,2,679.0,10.0,NO
201,30,0.5,10,2,772.0,40.0,NO
201,31,0.5,10,2,846.0,30.0,NO
201,32,0.5,10,2,866.0,10.0,NO
201,33,0.5,10,2,902.0,10.0,NO
201,34,0.5,10,2,1026.0,10.0,NO
201,35,0.5,10,2,1559.0,14.0,NO
201,36,0.5,10,2,2133.0,26.0,NO
201,37,0.5,10,2,2257.0,6.0,NO
201,38,0.5,10,2,5264.0,7.0,NO
202,1,0.5,10,2,107.0,5.0,NO
202,2,0.5,10,2,279.0,9.0,NO
202,3,0.5,10,2,477.0,1.0,NO
202,4,0.5,10,2,605.0,15.0,NO
202,5,0.5,10,2,810.0,23.0,NO
202,6,0.5,10,2,997.0,11.0,NO
202,7,0.5,10,2,1912.0,15.0,NO
202,8,0.5,10,2,5913.0,20.0,NO
203,1,0.5,10,2,1084.0,4.0,NO
203,1,0.5,10,2,5540.0,33.0,NO
204,1,0.5,10,2,0.0,30.0,NO
204,2,0.5,10,2,3.0,23.0,NO
204,3,0.5,10,2,7.0,10.0,NO
204,4,0.5,10,2,11.0,10.0,NO
204,5,0.5,10,2,31.0,10.0,NO
204,6,0.5,10,2,51.0,8.0,NO
204,7,0.5,10,2,95.0,2.0,NO
204,8,0.5,10,2,105.0,30.0,NO
204,9,0.5,10,2,116.0,38.0,NO
204,10,0.5,10,2,134.0,9.0,NO
204,11,0.5,10,2,193.0,30.0,NO
204,12,0.5,10,2,249.0,40.0,NO
204,13,0.5,10,2,314.0,0.0,NO
204,14,0.5,10,2,702.0,0.0,NO
204,15,0.5,10,2,702.0,1.0,NO
205,1,0.5,10,2,0.0,10.0,NO
205,2,0.5,10,2,0.0,22.0,NO
205,3,0.5,10,2,0.0,10.0,NO
205,4,0.5,10,2,0.0,10.0,NO
205,5,0.5,10,2,0.0,10.0,NO
205,6,0.5,10,2,0.0,15.0,NO
205,7,0.5,10,2,0.0,15.0,NO
205,8,0.5,10,2,0.0,23.0,NO
205,9,0.5,10,2,0.0,15.0,NO
205,10,0.5,10,2,0.0,10.0,NO
205,11,0.5,10,2,0.0,10.0,NO
205,12,0.5,10,2,0.0,10.0,NO
205,13,0.5,10,2,0.0,23.0,NO
205,14,0.5,10,2,0.0,15.0,NO
205,15,0.5,10,2,0.0,11.0,NO
205,16,0.5,10,2,0.0,25.0,NO
205,17,0.5,10,2,0.0,0.0,NO
205,18,0.5,10,2,0.0,18.0,NO
205,19,0.5,10,2,0.0,10.0,NO
205,20,0.5,10,2,0.0,32.0,NO
205,21,0.5,10,2,0.0,10.0,NO
205,22,0.5,10,2,0.0,10.0,NO
206,1,0.5,10,2,382.0,1.0,NO
206,2,0.5,10,2,782.0,0.0,NO
206,3,0.5,10,2,3545.0,14.0,NO
207,1,0.5,10,2,2761.0,17.0,NO
208,1,0.5,10,2,58.0,30.0,NO
208,1,0.5,10,2,822.0,10.0,NO
209,1,0.5,10,2,179.0,1.0,NO
209,1,0.5,10,2,1496.0,5.0,NO
210,1,0.5,10,2,6.0,4.0,NO
211,1,0.75,10,2,1930.0,10.0,NO
211,2,0.75,10,2,3545.0,29.0,NO
211,3,0.75,10,2,7175.0,31.0,NO
212,1,0.75,10,2,1009.0,0.0,NO
212,1,0.75,10,2,2634.0,10.0,NO
213,1,1.0,10,2,8145.0,245.0,NO
214,1,1.0,10,2,8950.0,491.0,NO
215,1,1.0,10,2,3885.0,31.0,NO
216,1,1.5,10,2,49366.0,440.0,NO
217,1,1.5,10,2,2172.0,60.0,NO
218,1,3.0,10,2,6614.0,1002.0,NO
251,1,0.5,10,2,116.0,56.0,NO
252,1,0.5,10,2,457.0,15.0,NO
253,1,0.5,10,2,570.0,2.0,NO
254,1,0.5,10,2,93.0,34.0,NO
255,1,0.5,10,2,1139.0,17.0,NO
256,1,0.5,10,2,0.0,10.0,NO
257,1,0.75,10,2,130.0,164.0,NO
257,2,0.75,10,2,263.0,96.0,NO
257,3,0.75,10,2,1823.0,58.0,NO
258,1,1.0,10,2,6764.0,180.0,NO
262,1,3.0,10,2,6614.0,1002.0,NO
267,1,0.5,10,2,1703.0,371.0,NO
268,1,0.5,10,2,0.0,50.0,NO
269,1,0.5,10,2,0.0,10.0,NO
269,2,0.5,10,2,0.0,420.0,NO
269,3,0.5,10,2,0.0,10.0,NO
269,4,0.5,10,2,0.0,57.0,NO
269,5,0.5,10,2,0.0,10.0,NO
270,1,2.0,10,2,396.0,30.0,NO
271,1,3.0,10,2,6614.0,1002.0,NO
1,1,0.5,10,3,764.0,3.0,NO
2,1,0.5,10,3,576.0,12.0,NO
2,2,0.5,10,3,702.0,0.0,NO
2,3,0.5,10,3,1165.0,11.0,NO
2,4,0.5,10,3,1299.0,10.0,NO
2,5,0.5,10,3,1448.0,10.0,NO
2,6,0.5,10,3,2120.0,23.0,NO
2,7,0.5,10,3,3095.0,26.0,NO
3,1,0.5,10,3,6492.0,17.0,NO
4,1,0.5,10,3,42.0,2.0,NO
4,2,0.5,10,3,472.0,38.0,NO
4,3,0.5,10,3,784.0,17.0,NO
4,4,0.5,10,3,811.0,2.0,NO
4,5,0.5,10,3,875.0,6.0,NO
4,6,0.5,10,3,1107.0,7.0,NO
4,7,0.5,10,3,1170.0,14.0,NO
4,8,0.5,10,3,1209.0,18.0,NO
4,9,0.5,10,3,1430.0,25.0,NO
4,10,0.5,10,3,1498.0,10.0,NO
4,11,0.5,10,3,1717.0,9.0,NO
4,12,0.5,10,3,2209.0,31.0,NO
4,13,0.5,10,3,5368.0,43.0,NO
5,1,0.5,10,3,0.0,10.0,NO
5,2,0.5,10,3,2.0,10.0,NO
5,3,0.5,10,3,20.0,10.0,NO
5,4,0.5,10,3,67.0,3.0,NO
5,5,0.5,10,3,99.0,3.0,NO
5,6,0.5,10,3,204.0,10.0,NO
5,7,0.5,10,3,225.0,10.0,NO
5,8,0.5,10,3,263.0,10.0,NO
5,9,0.5,10,3,278.0,10.0,NO
5,10,0.5,10,3,294.0,10.0,NO
5,11,0.5,10,3,304.0,8.0,NO
5,12,0.5,10,3,324.0,10.0,NO
5,13,0.5,10,3,327.0,30.0,NO
5,14,0.5,10,3,355.0,10.0,NO
5,15,0.5,10,3,418.0,10.0,NO
5,16,0.5,10,3,498.0,10.0,NO
5,17,0.5,10,3,518.0,10.0,NO
5,18,0.5,10,3,795.0,10.0,NO
5,19,0.5,10,3,998.0,10.0,NO
5,20,0.5,10,3,1147.0,30.0,NO
6,1,0.5,10,3,7556.0,86.0,NO
7,1,0.5,10,3,339.0,1.0,NO
8,1,0.5,10,3,44.0,0.0,NO
8,2,0.5,10,3,608.0,0.0,NO
8,3,0.5,10,3,608.0,16.0,NO
8,4,0.5,10,3,608.0,14.0,NO
9,1,0.5,10,3,4.0,1.0,NO
9,2,0.5,10,3,29.0,6.0,NO
9,3,0.5,10,3,60.0,1.0,NO
9,4,0.5,10,3,164.0,10.0,NO
10,1,0.5,10,3,0.0,10.0,NO
10,2,0.5,10,3,0.0,10.0,NO
10,3,0.5,10,3,0.0,35.0,NO
10,4,0.5,10,3,0.0,65.0,NO
10,5,0.5,10,3,0.0,20.0,NO
10,6,0.5,10,3,0.0,30.0,NO
10,7,0.5,10,3,0.0,16.0,NO
10,8,0.5,10,3,0.0,10.0,NO
11,1,0.5,10,3,581.0,16.0,NO
11,1,0.5,10,3,1839.0,42.0,NO
12,1,0.5,10,3,1032.0,10.0,NO
13,1,1.0,10,3,3029.0,30.0,NO
13,1,1.0,10,3,8830.0,34.0,NO
14,1,3.0,10,3,6614.0,667.0,NO
25,1,0.75,10,3,1043.0,0.0,NO
33,1,0.5,10,3,29.0,10.0,NO
33,2,0.5,10,3,33.0,13.0,NO
33,3,0.5,10,3,113.0,35.0,NO
33,4,0.5,10,3,784.0,23.0,NO
34,1,0.5,10,3,170.0,17.0,NO
35,1,0.5,10,3,0.0,21.0,NO
35,2,0.5,10,3,0.0,19.0,NO
35,3,0.5,10,3,0.0,30.0,NO
36,1,3.0,10,3,6614.0,667.0,NO
85,1,0.5,10,3,4668.0,19.0,NO
86,1,0.5,10,3,108.0,9.0,NO
86,2,0.5,10,3,150.0,40.0,NO
86,3,0.5,10,3,516.0,10.0,NO
86,4,0.5,10,3,1142.0,32.0,NO
87,1,0.5,10,3,0.0,20.0,NO
88,1,3.0,10,3,6614.0,667.0,NO
135,1,0.5,10,3,0.0,0.0,NO
136,1,0.5,10,3,2731.0,25.0,NO
137,1,0.5,10,3,0.0,26.0,NO
137,2,0.5,10,3,298.0,21.0,NO
137,3,0.5,10,3,304.0,23.0,NO
137,4,0.5,10,3,706.0,10.0,NO
138,1,0.5,10,3,2404.0,8.0,NO
139,1,0.5,10,3,125.0,19.0,NO
139,2,0.5,10,3,287.0,0.0,NO
139,3,0.5,10,3,365.0,21.0,NO
139,4,0.5,10,3,681.0,26.0,NO
140,1,0.5,10,3,0.0,15.0,NO
140,2,0.5,10,3,0.0,22.0,NO
140,3,0.5,10,3,0.0,22.0,NO
140,4,0.5,10,3,0.0,15.0,NO
140,5,0.5,10,3,0.0,21.0,NO
141,1,0.5,10,3,876.0,4.0,NO
142,1,3.0,10,3,6614.0,667.0,NO
185,1,0.5,10,3,3364.0,7.0,NO
186,1,1.0,10,3,7380.0,183.0,NO
187,1,0.5,10,3,19349.0,364.0,NO
188,1,0.5,10,3,1258.0,7.0,NO
189,1,0.5,10,3,270.0,10.0,NO
190,1,0.5,10,3,39.0,10.0,NO
191,1,0.5,10,3,0.0,10.0,NO
192,1,0.75,10,3,957.0,55.0,NO
193,1,0.75,10,3,7667.0,112.0,NO
199,1,0.5,10,3,114.0,11.0,NO
199,2,0.5,10,3,249.0,0.0,NO
199,3,0.5,10,3,550.0,0.0,NO
199,4,0.5,10,3,863.0,2.0,NO
199,5,0.5,10,3,1705.0,5.0,NO
199,6,0.5,10,3,1768.0,11.0,NO
199,7,0.5,10,3,3394.0,12.0,NO
199,8,0.5,10,3,3517.0,16.0,NO
199,9,0.5,10,3,4226.0,18.0,NO
200,1,0.5,10,3,226.0,0.0,NO
200,2,0.5,10,3,785.0,20.0,NO
200,3,0.5,10,3,4218.0,39.0,NO
201,1,0.5,10,3,0.0,30.0,NO
201,2,0.5,10,3,0.0,23.0,NO
201,3,0.5,10,3,0.0,22.0,NO
201,4,0.5,10,3,3.0,10.0,NO
201,5,0.5,10,3,20.0,10.0,NO
201,6,0.5,10,3,37.0,3.0,NO
201,7,0.5,10,3,57.0,10.0,NO
201,8,0.5,10,3,61.0,45.0,NO
201,9,0.5,10,3,88.0,10.0,NO
201,10,0.5,10,3,99.0,10.0,NO
201,11,0.5,10,3,127.0,10.0,NO
201,12,0.5,10,3,145.0,10.0,NO
201,13,0.5,10,3,148.0,13.0,NO
201,14,0.5,10,3,166.0,1.0,NO
201,15,0.5,10,3,171.0,8.0,NO
201,16,0.5,10,3,172.0,2.0,NO
201,17,0.5,10,3,198.0,8.0,NO
201,18,0.5,10,3,200.0,10.0,NO
201,19,0.5,10,3,208.0,8.0,NO
201,20,0.5,10,3,215.0,3.0,NO
201,21,0.5,10,3,239.0,20.0,NO
201,22,0.5,10,3,291.0,13.0,NO
201,23,0.5,10,3,309.0,10.0,NO
201,24,0.5,10,3,408.0,27.0,NO
201,25,0.5,10,3,417.0,9.0,NO
201,26,0.5,10,3,524.0,10.0,NO
201,27,0.5,10,3,574.0,10.0,NO
201,28,0.5,10,3,622.0,20.0,NO
201,29,0.5,10,3,679.0,10.0,NO
201,30,0.5,10,3,772.0,40.0,NO
201,31,0.5,10,3,846.0,30.0,NO
201,32,0.5,10,3,866.0,10.0,NO
201,33,0.5,10,3,902.0,10.0,NO
201,34,0.5,10,3,1026.0,10.0,NO
201,35,0.5,10,3,1559.0,17.0,NO
201,36,0.5,10,3,2133.0,35.0,NO
201,37,0.5,10,3,2257.0,10.0,NO
201,38,0.5,10,3,5264.0,3.0,NO
202,1,0.5,10,3,107.0,1.0,NO
202,2,0.5,10,3,279.0,8.0,NO
202,3,0.5,10,3,477.0,2.0,NO
202,4,0.5,10,3,605.0,21.0,NO
202,5,0.5,10,3,810.0,23.0,NO
202,6,0.5,10,3,997.0,8.0,NO
202,7,0.5,10,3,1912.0,15.0,NO
202,8,0.5,10,3,5913.0,20.0,NO
203,1,0.5,10,3,1084.0,4.0,NO
203,1,0.5,10,3,5540.0,33.0,NO
204,1,0.5,10,3,0.0,30.0,NO
204,2,0.5,10,3,3.0,23.0,NO
204,3,0.5,10,3,7.0,9.0,NO
204,4,0.5,10,3,11.0,10.0,NO
204,5,0.5,10,3,31.0,8.0,NO
204,6,0.5,10,3,51.0,7.0,NO
204,7,0.5,10,3,95.0,2.0,NO
204,8,0.5,10,3,105.0,30.0,NO
204,9,0.5,10,3,116.0,28.0,NO
204,10,0.5,10,3,134.0,6.0,NO
204,11,0.5,10,3,193.0,30.0,NO
204,12,0.5,10,3,249.0,40.0,NO
204,13,0.5,10,3,314.0,0.0,NO
204,14,0.5,10,3,702.0,0.0,NO
204,15,0.5,10,3,702.0,0.0,NO
205,1,0.5,10,3,0.0,10.0,NO
205,2,0.5,10,3,0.0,8.0,NO
205,3,0.5,10,3,0.0,10.0,NO
205,4,0.5,10,3,0.0,10.0,NO
205,5,0.5,10,3,0.0,10.0,NO
205,6,0.5,10,3,0.0,15.0,NO
205,7,0.5,10,3,0.0,15.0,NO
205,8,0.5,10,3,0.0,23.0,NO
205,9,0.5,10,3,0.0,15.0,NO
205,10,0.5,10,3,0.0,0.0,NO
205,11,0.5,10,3,0.0,10.0,NO
205,12,0.5,10,3,0.0,10.0,NO
205,13,0.5,10,3,0.0,23.0,NO
205,14,0.5,10,3,0.0,15.0,NO
205,15,0.5,10,3,0.0,10.0,NO
205,16,0.5,10,3,0.0,25.0,NO
205,17,0.5,10,3,0.0,0.0,NO
205,18,0.5,10,3,0.0,18.0,NO
205,19,0.5,10,3,0.0,10.0,NO
205,20,0.5,10,3,0.0,32.0,NO
205,21,0.5,10,3,0.0,10.0,NO
205,22,0.5,10,3,0.0,10.0,NO
206,1,0.5,10,3,382.0,1.0,NO
206,2,0.5,10,3,782.0,0.0,NO
206,3,0.5,10,3,3545.0,22.0,NO
207,1,0.5,10,3,2761.0,17.0,NO
208,1,0.5,10,3,58.0,30.0,NO
208,1,0.5,10,3,822.0,10.0,NO
209,1,0.5,10,3,179.0,0.0,NO
209,1,0.5,10,3,1496.0,2.0,NO
210,1,0.5,10,3,6.0,6.0,NO
211,1,0.75,10,3,1930.0,10.0,NO
211,2,0.75,10,3,3545.0,15.0,NO
211,3,0.75,10,3,7175.0,48.0,NO
212,1,0.75,10,3,1009.0,0.0,NO
212,1,0.75,10,3,2634.0,19.0,NO
213,1,1.0,10,3,8145.0,178.0,NO
214,1,1.0,10,3,8950.0,340.0,NO
215,1,1.0,10,3,3885.0,30.0,NO
216,1,1.5,10,3,49366.0,382.0,NO
217,1,1.5,10,3,2172.0,20.0,NO
218,1,3.0,10,3,6614.0,667.0,NO
251,1,0.5,10,3,116.0,56.0,NO
252,1,0.5,10,3,457.0,15.0,NO
253,1,0.5,10,3,570.0,2.0,NO
254,1,0.5,10,3,93.0,34.0,NO
255,1,0.5,10,3,1139.0,17.0,NO
256,1,0.5,10,3,0.0,10.0,NO
257,1,0.75,10,3,130.0,166.0,NO
257,2,0.75,10,3,263.0,97.0,NO
257,3,0.75,10,3,1823.0,58.0,NO
258,1,1.0,10,3,6764.0,148.0,NO
262,1,3.0,10,3,6614.0,667.0,NO
267,1,0.5,10,3,1703.0,376.0,NO
268,1,0.5,10,3,0.0,50.0,NO
269,1,0.5,10,3,0.0,10.0,NO
269,2,0.5,10,3,0.0,420.0,NO
269,3,0.5,10,3,0.0,10.0,NO
269,4,0.5,10,3,0.0,57.0,NO
269,5,0.5,10,3,0.0,10.0,NO
270,1,2.0,10,3,396.0,30.0,NO
271,1,3.0,10,3,6614.0,667.0,NO
1,1,0.5,10,4,764.0,11.0,NO
2,1,0.5,10,4,576.0,12.0,NO
2,2,0.5,10,4,702.0,3.0,NO
2,3,0.5,10,4,1165.0,18.0,NO
2,4,0.5,10,4,1299.0,4.0,NO
2,5,0.5,10,4,1448.0,12.0,NO
2,6,0.5,10,4,2120.0,8.0,NO
2,7,0.5,10,4,3095.0,34.0,NO
3,1,0.5,10,4,6492.0,17.0,NO
4,1,0.5,10,4,42.0,5.0,NO
4,2,0.5,10,4,472.0,38.0,NO
4,3,0.5,10,4,784.0,17.0,NO
4,4,0.5,10,4,811.0,5.0,NO
4,5,0.5,10,4,875.0,7.0,NO
4,6,0.5,10,4,1107.0,5.0,NO
4,7,0.5,10,4,1170.0,15.0,NO
4,8,0.5,10,4,1209.0,16.0,NO
4,9,0.5,10,4,1430.0,30.0,NO
4,10,0.5,10,4,1498.0,10.0,NO
4,11,0.5,10,4,1717.0,9.0,NO
4,12,0.5,10,4,2209.0,22.0,NO
4,13,0.5,10,4,5368.0,23.0,NO
5,1,0.5,10,4,0.0,10.0,NO
5,2,0.5,10,4,2.0,10.0,NO
5,3,0.5,10,4,20.0,4.0,NO
5,4,0.5,10,4,67.0,4.0,NO
5,5,0.5,10,4,99.0,1.0,NO
5,6,0.5,10,4,204.0,10.0,NO
5,7,0.5,10,4,225.0,10.0,NO
5,8,0.5,10,4,263.0,10.0,NO
5,9,0.5,10,4,278.0,10.0,NO
5,10,0.5,10,4,294.0,10.0,NO
5,11,0.5,10,4,304.0,13.0,NO
5,12,0.5,10,4,324.0,10.0,NO
5,13,0.5,10,4,327.0,30.0,NO
5,14,0.5,10,4,355.0,10.0,NO
5,15,0.5,10,4,418.0,10.0,NO
5,16,0.5,10,4,498.0,10.0,NO
5,17,0.5,10,4,518.0,10.0,NO
5,18,0.5,10,4,795.0,10.0,NO
5,19,0.5,10,4,998.0,10.0,NO
5,20,0.5,10,4,1147.0,30.0,NO
6,1,0.5,10,4,7556.0,153.0,NO
7,1,0.5,10,4,339.0,2.0,NO
8,1,0.5,10,4,44.0,0.0,NO
8,2,0.5,10,4,608.0,5.0,NO
8,3,0.5,10,4,608.0,16.0,NO
8,4,0.5,10,4,608.0,14.0,NO
9,1,0.5,10,4,4.0,5.0,NO
9,2,0.5,10,4,29.0,6.0,NO
9,3,0.5,10,4,60.0,1.0,NO
9,4,0.5,10,4,164.0,10.0,NO
10,1,0.5,10,4,0.0,10.0,NO
10,2,0.5,10,4,0.0,10.0,NO
10,3,0.5,10,4,0.0,35.0,NO
10,4,0.5,10,4,0.0,65.0,NO
10,5,0.5,10,4,0.0,20.0,NO
10,6,0.5,10,4,0.0,30.0,NO
10,7,0.5,10,4,0.0,16.0,NO
10,8,0.5,10,4,0.0,10.0,NO
11,1,0.5,10,4,581.0,16.0,NO
11,1,0.5,10,4,1839.0,65.0,NO
12,1,0.5,10,4,1032.0,10.0,NO
13,1,1.0,10,4,3029.0,10.0,NO
13,1,1.0,10,4,8830.0,21.0,NO
14,1,3.0,10,4,6614.0,1048.0,NO
25,1,0.75,10,4,1043.0,0.0,NO
33,1,0.5,10,4,29.0,10.0,NO
33,2,0.5,10,4,33.0,13.0,NO
33,3,0.5,10,4,113.0,35.0,NO
33,4,0.5,10,4,784.0,23.0,NO
34,1,0.5,10,4,170.0,17.0,NO
35,1,0.5,10,4,0.0,21.0,NO
35,2,0.5,10,4,0.0,19.0,NO
35,3,0.5,10,4,0.0,30.0,NO
36,1,3.0,10,4,6614.0,1048.0,NO
85,1,0.5,10,4,4668.0,33.0,NO
86,1,0.5,10,4,108.0,6.0,NO
86,2,0.5,10,4,150.0,10.0,NO
86,3,0.5,10,4,516.0,8.0,NO
86,4,0.5,10,4,1142.0,32.0,NO
87,1,0.5,10,4,0.0,23.0,NO
88,1,3.0,10,4,6614.0,1048.0,NO
135,1,0.5,10,4,0.0,0.0,NO
136,1,0.5,10,4,2731.0,0.0,NO
137,1,0.5,10,4,0.0,26.0,NO
137,2,0.5,10,4,298.0,21.0,NO
137,3,0.5,10,4,304.0,23.0,NO
137,4,0.5,10,4,706.0,10.0,NO
138,1,0.5,10,4,2404.0,15.0,NO
139,1,0.5,10,4,125.0,6.0,NO
139,2,0.5,10,4,287.0,0.0,NO
139,3,0.5,10,4,365.0,21.0,NO
139,4,0.5,10,4,681.0,26.0,NO
140,1,0.5,10,4,0.0,15.0,NO
140,2,0.5,10,4,0.0,22.0,NO
140,3,0.5,10,4,0.0,22.0,NO
140,4,0.5,10,4,0.0,15.0,NO
140,5,0.5,10,4,0.0,21.0,NO
141,1,0.5,10,4,876.0,6.0,NO
142,1,3.0,10,4,6614.0,1048.0,NO
185,1,0.5,10,4,3364.0,72.0,NO
186,1,1.0,10,4,7380.0,215.0,NO
187,1,0.5,10,4,19349.0,541.0,NO
188,1,0.5,10,4,1258.0,14.0,NO
189,1,0.5,10,4,270.0,10.0,NO
190,1,0.5,10,4,39.0,10.0,NO
191,1,0.5,10,4,0.0,10.0,NO
192,1,0.75,10,4,957.0,60.0,NO
193,1,0.75,10,4,7667.0,124.0,NO
199,1,0.5,10,4,114.0,12.0,NO
199,2,0.5,10,4,249.0,1.0,NO
199,3,0.5,10,4,550.0,3.0,NO
199,4,0.5,10,4,863.0,14.0,NO
199,5,0.5,10,4,1705.0,7.0,NO
199,6,0.5,10,4,1768.0,14.0,NO
199,7,0.5,10,4,3394.0,20.0,NO
199,8,0.5,10,4,3517.0,17.0,NO
199,9,0.5,10,4,4226.0,35.0,NO
200,1,0.5,10,4,226.0,22.0,NO
200,2,0.5,10,4,785.0,20.0,NO
200,3,0.5,10,4,4218.0,37.0,NO
201,1,0.5,10,4,0.0,30.0,NO
201,2,0.5,10,4,0.0,4.0,NO
201,3,0.5,10,4,0.0,22.0,NO
201,4,0.5,10,4,3.0,10.0,NO
201,5,0.5,10,4,20.0,10.0,NO
201,6,0.5,10,4,37.0,12.0,NO
201,7,0.5,10,4,57.0,10.0,NO
201,8,0.5,10,4,61.0,45.0,NO
201,9,0.5,10,4,88.0,10.0,NO
201,10,0.5,10,4,99.0,10.0,NO
201,11,0.5,10,4,127.0,10.0,NO
201,12,0.5,10,4,145.0,10.0,NO
201,13,0.5,10,4,148.0,0.0,NO
201,14,0.5,10,4,166.0,1.0,NO
201,15,0.5,10,4,171.0,6.0,NO
201,16,0.5,10,4,172.0,3.0,NO
201,17,0.5,10,4,198.0,6.0,NO
201,18,0.5,10,4,200.0,10.0,NO
201,19,0.5,10,4,208.0,5.0,NO
201,20,0.5,10,4,215.0,3.0,NO
201,21,0.5,10,4,239.0,20.0,NO
201,22,0.5,10,4,291.0,18.0,NO
201,23,0.5,10,4,309.0,8.0,NO
201,24,0.5,10,4,408.0,46.0,NO
201,25,0.5,10,4,417.0,14.0,NO
201,26,0.5,10,4,524.0,10.0,NO
201,27,0.5,10,4,574.0,10.0,NO
201,28,0.5,10,4,622.0,20.0,NO
201,29,0.5,10,4,679.0,10.0,NO
201,30,0.5,10,4,772.0,40.0,NO
201,31,0.5,10,4,846.0,30.0,NO
201,32,0.5,10,4,866.0,10.0,NO
201,33,0.5,10,4,902.0,10.0,NO
201,34,0.5,10,4,1026.0,10.0,NO
201,35,0.5,10,4,1559.0,7.0,NO
201,36,0.5,10,4,2133.0,52.0,NO
201,37,0.5,10,4,2257.0,9.0,NO
201,38,0.5,10,4,5264.0,12.0,NO
202,1,0.5,10,4,107.0,2.0,NO
202,2,0.5,10,4,279.0,20.0,NO
202,3,0.5,10,4,477.0,6.0,NO
202,4,0.5,10,4,605.0,8.0,NO
202,5,0.5,10,4,810.0,23.0,NO
202,6,0.5,10,4,997.0,10.0,NO
202,7,0.5,10,4,1912.0,150.0,NO
202,8,0.5,10,4,5913.0,20.0,NO
203,1,0.5,10,4,1084.0,4.0,NO
203,1,0.5,10,4,5540.0,10.0,NO
204,1,0.5,10,4,0.0,30.0,NO
204,2,0.5,10,4,3.0,23.0,NO
204,3,0.5,10,4,7.0,8.0,NO
204,4,0.5,10,4,11.0,10.0,NO
204,5,0.5,10,4,31.0,15.0,NO
204,6,0.5,10,4,51.0,10.0,NO
204,7,0.5,10,4,95.0,2.0,NO
204,8,0.5,10,4,105.0,30.0,NO
204,9,0.5,10,4,116.0,103.0,NO
204,10,0.5,10,4,134.0,5.0,NO
204,11,0.5,10,4,193.0,30.0,NO
204,12,0.5,10,4,249.0,40.0,NO
204,13,0.5,10,4,314.0,0.0,NO
204,14,0.5,10,4,702.0,0.0,NO
204,15,0.5,10,4,702.0,4.0,NO
205,1,0.5,10,4,0.0,10.0,NO
205,2,0.5,10,4,0.0,10.0,NO
205,3,0.5,10,4,0.0,10.0,NO
205,4,0.5,10,4,0.0,10.0,NO
205,5,0.5,10,4,0.0,10.0,NO
205,6,0.5,10,4,0.0,15.0,NO
205,7,0.5,10,4,0.0,15.0,NO
205,8,0.5,10,4,0.0,23.0,NO
205,9,0.5,10,4,0.0,15.0,NO
205,10,0.5,10,4,0.0,10.0,NO
